id	caption	file_name	clip_score
5992	An old pickup truck with a tarp over the truck bed.	COCO_val2014_000000538198.jpg	0.3207920789718628
6351	An umbrella on a beach with other people.	COCO_val2014_000000265547.jpg	0.3311130404472351
6517	A zebra in front of a group of large rocks standing next to a tree.	COCO_val2014_000000060340.jpg	0.33108818531036377
6621	A pan on the stove with vegetables, tofu noodles and water in it	COCO_val2014_000000027326.jpg	0.33101987838745117
6868	A festival procession with decorated live elephants and uniformed people.	COCO_val2014_000000247179.jpg	0.34951382875442505
8162	A woman standing in a grove while holding a black umbrella	COCO_val2014_000000177064.jpg	0.3330564498901367
8353	Large black train system surrounded by trees and nature.	COCO_val2014_000000263299.jpg	0.28662994503974915
8455	A young man riding a bike past a car while talking on a cell phone.	COCO_val2014_000000310278.jpg	0.28153127431869507
8892	A baseball player is squatting down with his mitt raised.	COCO_val2014_000000548361.jpg	0.30709949135780334
9104	A sesame seed bagel with a filling is cut in half on a plate.	COCO_val2014_000000267035.jpg	0.33921709656715393
9108	City traffic and pedestrians are headed in multiple directions on the street.	COCO_val2014_000000427091.jpg	0.23150672018527985
9639	A yellow city bus traveling down a busy street.	COCO_val2014_000000422157.jpg	0.3143191337585449
9862	A dog driving an SUV in an open grass covered field.	COCO_val2014_000000065485.jpg	0.29932114481925964
10059	A man going of a jump while skiing	COCO_val2014_000000213457.jpg	0.31705018877983093
10228	A laptop computer on a desk with a lamp and office supplies.	COCO_val2014_000000178980.jpg	0.3150275647640228
10287	A woman dressed in black standing on a sidewalk.	COCO_val2014_000000334609.jpg	0.35947099328041077
10625	Computer monitor and accesories sitting on a desk.	COCO_val2014_000000295768.jpg	0.2773563265800476
10879	A sky full of a flock of birds on a cloudy day.	COCO_val2014_000000161022.jpg	0.30281808972358704
10887	Pink and yellow flowers are in a brown vase.	COCO_val2014_000000274416.jpg	0.3138413727283478
10915	A snowboarder is in the air against the blue sky.	COCO_val2014_000000194754.jpg	0.3139559030532837
11127	A bathroom with double sinks, mirrors, toilet and towel racks.	COCO_val2014_000000523400.jpg	0.3028673529624939
11429	A cat rests on the hood of a blue car.	COCO_val2014_000000004212.jpg	0.3633251190185547
11680	A woman skiing on the snowy slopes.	COCO_val2014_000000231954.jpg	0.3057752549648285
11912	Two adorable dogs side on opposite sides of a pot filled with beautiful flowers.	COCO_val2014_000000016761.jpg	0.3757722079753876
12022	A woman with a red umbrella is walking two dogs in the snow.	COCO_val2014_000000512836.jpg	0.371865838766098
12242	A black trash bag in a restroom next to a sink.	COCO_val2014_000000051598.jpg	0.23457513749599457
12326	A young man riding a skate board while airborne.	COCO_val2014_000000248956.jpg	0.26803281903266907
12500	An adorable caleco cat sitting underneath a bicycle.	COCO_val2014_000000536321.jpg	0.36328867077827454
12501	An adorable cat attempts to hide in a purse to steal the persons identity.	COCO_val2014_000000148272.jpg	0.34116414189338684
12650	Multiple plates of different types of food on a  table.	COCO_val2014_000000088040.jpg	0.2620425820350647
12651	Stuffed teddy bears and an eagle on a bamboo wall hanging.	COCO_val2014_000000390201.jpg	0.33214712142944336
12728	A street sign located just below two large high rise hotels.	COCO_val2014_000000547903.jpg	0.34605687856674194
12934	A woman standing in front of an open refrigerator in a kitchen.	COCO_val2014_000000179327.jpg	0.31365516781806946
13033	Two tennis players consult with the referee during a tennis match.	COCO_val2014_000000326248.jpg	0.3306367099285126
13086	Man flying a kite in the crowded park.	COCO_val2014_000000340588.jpg	0.36255016922950745
13801	A dried black flower in a long, tall black & white vase.	COCO_val2014_000000375078.jpg	0.2885122001171112
13828	A spotted dog is chasing another dog outside	COCO_val2014_000000065430.jpg	0.2881312072277069
13893	Boy in college shirt riding skateboard along curved rail.	COCO_val2014_000000013175.jpg	0.3058021068572998
14037	Several people are at an airport with their luggage.	COCO_val2014_000000261805.jpg	0.2979878783226013
14138	A man and woman in western clothing standing in front of a trailer.	COCO_val2014_000000330754.jpg	0.3384469747543335
14139	A person is on a living room couch watching TV and there is a stuffed panda bear and a purse on the table.	COCO_val2014_000000341118.jpg	0.31238269805908203
14240	Young women playing a game of softball in the hot sun.	COCO_val2014_000000534373.jpg	0.25879421830177307
14341	A cat sleeps on top of a computer mouse.	COCO_val2014_000000493295.jpg	0.32522109150886536
14472	Two computers sitting on top of a desk.	COCO_val2014_000000063740.jpg	0.25086936354637146
14599	A young man using his smart phone while perched on cement.	COCO_val2014_000000409030.jpg	0.3474717438220978
14742	A mother and son elephant walking through a green grass field.	COCO_val2014_000000304305.jpg	0.3102453351020813
14754	A person surfing in the middle of a wave.	COCO_val2014_000000021284.jpg	0.28664135932922363
14970	Six candles are sticking out of a blue cake.	COCO_val2014_000000277674.jpg	0.3096686005592346
15203	Two giraffes are housed in a pen.	COCO_val2014_000000173166.jpg	0.3125757873058319
15308	A picture of several people in a sail boat in the ocean.	COCO_val2014_000000043133.jpg	0.26728150248527527
15325	A cat looking inside of a door from the outside.	COCO_val2014_000000552979.jpg	0.3255165219306946
15327	A person in a kitchen looking at the oven.	COCO_val2014_000000289714.jpg	0.28428876399993896
15404	two women loading their bicycles onto a bus rack	COCO_val2014_000000019523.jpg	0.34444862604141235
15430	A clock statue surrounded by city traffic and streets.	COCO_val2014_000000393277.jpg	0.29350024461746216
15515	A bird standing on a ledge looking out.	COCO_val2014_000000358410.jpg	0.3049338459968567
15667	A zebra and boar running through a field.	COCO_val2014_000000135037.jpg	0.36505162715911865
16022	Boy on a skateboard in a skateboard park.	COCO_val2014_000000326332.jpg	0.29111379384994507
16493	Many calendars and bunches of bananas hanging on a wall.	COCO_val2014_000000313789.jpg	0.36637046933174133
16654	An old train moving on a train track.	COCO_val2014_000000204098.jpg	0.2635038495063782
16703	People walking toward an airplane to board it.	COCO_val2014_000000430750.jpg	0.28226977586746216
16805	A man hitting a ball with a bat while two other men watch.	COCO_val2014_000000021029.jpg	0.3065391182899475
16930	A ski resort that has a couple people outside.	COCO_val2014_000000370462.jpg	0.3010536730289459
17094	Two elephants in the water with their mouths together.	COCO_val2014_000000500752.jpg	0.331959068775177
17127	A woman uses a paintbrush on a melting candle.	COCO_val2014_000000205570.jpg	0.3023540675640106
17315	A banana hanging that has gone bad and something else I can't make out.	COCO_val2014_000000471235.jpg	0.2500896751880646
18015	Shoes on a skateboard flipped upside down.	COCO_val2014_000000523394.jpg	0.28767773509025574
18315	Light from an open door shines on a simple wooden pew in a church.	COCO_val2014_000000561620.jpg	0.3404790461063385
18345	A dog with goggles is in a motorcycle side car.	COCO_val2014_000000239985.jpg	0.3442305624485016
18390	A polar bear standing near a tree on grass	COCO_val2014_000000445982.jpg	0.35202157497406006
18429	Father and son playing Nintendo video game at home.	COCO_val2014_000000363922.jpg	0.22662732005119324
18825	An opened fire hydrant spewing water into the street.	COCO_val2014_000000021588.jpg	0.3276558220386505
19040	Group of people crossing the street behind trolly.	COCO_val2014_000000269873.jpg	0.3026832044124603
19065	A large airplane is on the airport runway.	COCO_val2014_000000008180.jpg	0.28284063935279846
19066	A young man taking a swing at a tennis ball.	COCO_val2014_000000085772.jpg	0.32040730118751526
19200	A parked motorcycle with a red enclosed side car.	COCO_val2014_000000207652.jpg	0.3214271068572998
19231	A man with glowing shine has a violin.	COCO_val2014_000000067660.jpg	0.2776825428009033
19263	Two little white boxes are on a mat.	COCO_val2014_000000568337.jpg	0.29547104239463806
20111	A giraffe extends its tongue to drink water	COCO_val2014_000000235057.jpg	0.3251551389694214
20122	A wake boarder getting major air on a very sunny day.	COCO_val2014_000000070761.jpg	0.3125496506690979
20558	Military personal serving themselves food at an event.	COCO_val2014_000000295491.jpg	0.35102808475494385
20655	A man sitting on a box on a walkway in a busy city.	COCO_val2014_000000109486.jpg	0.2862771451473236
20801	A yellow fire hydrant on a busy sidewalk next to buildings.	COCO_val2014_000000029656.jpg	0.372622549533844
20818	Entertainment room with rack of dvds, tv and seating area.	COCO_val2014_000000100711.jpg	0.32029280066490173
20998	A little baby is getting a haircut in a pink chair.	COCO_val2014_000000297562.jpg	0.3120080232620239
21163	A massive tractor truck parked on a gravel road next to a forest.	COCO_val2014_000000349794.jpg	0.2777227461338043
21280	Two refrigerators sitting next to each other in a kitchen with items stored on top of them.	COCO_val2014_000000031606.jpg	0.32692769169807434
21617	Two sheep are looking over a cement wall.	COCO_val2014_000000039430.jpg	0.3132477104663849
21740	A white bathroom has a white shower curtain.	COCO_val2014_000000123843.jpg	0.311131089925766
22024	A pan with three pieces of pepperoni pizza.	COCO_val2014_000000141317.jpg	0.2961462140083313
22225	A man playing a game of tennis on a tennis court.	COCO_val2014_000000098853.jpg	0.274048775434494
22525	A half eaten banana being held by a human hand.	COCO_val2014_000000190853.jpg	0.30187612771987915
22552	The browned cracked crust of a baked berry pie.	COCO_val2014_000000131379.jpg	0.33693644404411316
22888	A flock of geese being chased by a dog.	COCO_val2014_000000105918.jpg	0.37241798639297485
23002	A baseball player swinging at a pitch with the catcher behind him waiting for the ball.	COCO_val2014_000000111874.jpg	0.3185484707355499
23145	Six teens playing frisbee in a field of grass	COCO_val2014_000000317015.jpg	0.3280656337738037
23183	A father and son play a video game on the Nintendo Wii.	COCO_val2014_000000053800.jpg	0.3691856861114502
23310	A computer station with one mac and a laptop are turned on.	COCO_val2014_000000351597.jpg	0.3023643493652344
23778	Couple sailing a large sailboat on calm water.	COCO_val2014_000000083067.jpg	0.29865533113479614
23928	A train moving overhead at a train station behind a tree.	COCO_val2014_000000383018.jpg	0.22182999551296234
24116	A cat on the lid of a toilet looking perturbed.	COCO_val2014_000000241876.jpg	0.305249959230423
24260	A young man and woman sitting at a table.	COCO_val2014_000000047361.jpg	0.29487577080726624
24267	Two people riding different colored horses down a dirty road.	COCO_val2014_000000364113.jpg	0.29576343297958374
24537	A living room with a large tv and pictures all around.	COCO_val2014_000000079920.jpg	0.3201357126235962
24723	A well lit living room with sofas and coffee table.	COCO_val2014_000000100187.jpg	0.2623748779296875
24916	An ancient building has people around it and a clock on the outside.	COCO_val2014_000000334244.jpg	0.30510619282722473
25086	Man relaxes on couch with pillows, blanket, and his computer.	COCO_val2014_000000180584.jpg	0.3356717526912689
25241	A scene of a waterway with several boats.	COCO_val2014_000000376368.jpg	0.28645870089530945
25255	A group of older people sitting on a park bench with a dog on a leash.	COCO_val2014_000000561780.jpg	0.3161453902721405
26755	A woman hovering over food on a wooden table.	COCO_val2014_000000020788.jpg	0.3302106559276581
26791	A herd of cattle standing on a pasture next to green crops.	COCO_val2014_000000488979.jpg	0.18538783490657806
26837	Two men in pajamas standing and holding Wii controllers.	COCO_val2014_000000481819.jpg	0.39776989817619324
26883	A mother and daughter playing a game of Frisbee on a sandy beach.	COCO_val2014_000000570407.jpg	0.29365503787994385
26928	A freshly plowed street is a winter wonderland.	COCO_val2014_000000383470.jpg	0.28223249316215515
26948	A hospital bed is in a very lived in room.	COCO_val2014_000000460091.jpg	0.31608331203460693
27141	A man and a woman cutting up a big sheet cake.	COCO_val2014_000000434459.jpg	0.2777228355407715
27292	A long post with a clock atop it with several torches blazing behind it	COCO_val2014_000000302193.jpg	0.31315967440605164
27636	Giraffe walking around a grassy field under a cloudy sky.	COCO_val2014_000000330356.jpg	0.2904946804046631
27679	Various equine (horses and zebras) inside stalls under a tent.	COCO_val2014_000000366576.jpg	0.3556674122810364
27693	A man cutting a cake on a kitchen table.	COCO_val2014_000000519529.jpg	0.31542906165122986
27999	A pizza topped with fresh basil is on display.	COCO_val2014_000000165055.jpg	0.33072060346603394
28318	A giraffe is standing near some large boulders.	COCO_val2014_000000176306.jpg	0.3234231472015381
28349	A blue and white giraffe reaching for food up in a tall tree.	COCO_val2014_000000008128.jpg	0.31910306215286255
28350	A bathroom with a toilette with it's seat down.	COCO_val2014_000000453634.jpg	0.31110936403274536
28405	A hand holding a smartphone with a small screen.	COCO_val2014_000000127801.jpg	0.2656589448451996
28461	A person riding a brown horse through a green pasture.	COCO_val2014_000000386589.jpg	0.23949646949768066
28503	A man sitting on top of an elephant next to a tree.	COCO_val2014_000000374041.jpg	0.27537718415260315
28516	A pole with a speed limit traffic sign posted on it.	COCO_val2014_000000089225.jpg	0.2584104835987091
28685	People waiting to cross a street at a traffic light.	COCO_val2014_000000323000.jpg	0.3064136803150177
28751	A train riding through tracks in a large train station.	COCO_val2014_000000287725.jpg	0.2497592568397522
28960	A man wearing a striped suit standing next to butcher knives.	COCO_val2014_000000521906.jpg	0.3587533235549927
29305	A lady sitting on a wall talking on her cell phone.	COCO_val2014_000000114389.jpg	0.25709784030914307
29445	Two men playing a game of catch on a street.	COCO_val2014_000000437347.jpg	0.294918417930603
29474	A very long submarine sandwich sitting on a table next to bottles of alcohol.	COCO_val2014_000000448923.jpg	0.34403738379478455
29479	A table filled with a cake and paper plates with ice cream and cake.	COCO_val2014_000000261116.jpg	0.33290401101112366
29991	A dirty laptop turned off on a wood table.	COCO_val2014_000000054252.jpg	0.25895851850509644
30590	A stuffed bear and baskets of food in front of a market.	COCO_val2014_000000484636.jpg	0.3416037857532501
30773	A man is standing next to a big cow.	COCO_val2014_000000488463.jpg	0.2819080352783203
30909	People gathered taking pictures with a cell phone.	COCO_val2014_000000147729.jpg	0.2897804379463196
31021	black bullet train waiting at the station in outside terminal	COCO_val2014_000000506196.jpg	0.27360281348228455
31222	A group of people out on a boat and a man on a jet ski	COCO_val2014_000000092644.jpg	0.31748268008232117
31292	A collection of photos of an old motorcycle and parts.	COCO_val2014_000000327565.jpg	0.3096722662448883
31454	Several surfers paddling on their boards out in the ocean.	COCO_val2014_000000272148.jpg	0.3338085412979126
31455	Two dogs on a couch, one is standing on the top and one is laying down.	COCO_val2014_000000183199.jpg	0.2891867756843567
31619	Two people sitting under an umbrella and smiling.	COCO_val2014_000000250629.jpg	0.3157833516597748
31860	Dogs drinking water next to a statue of a dog.	COCO_val2014_000000131714.jpg	0.2982602119445801
31890	An adult polar bear is swimming in the icy water	COCO_val2014_000000178361.jpg	0.32524988055229187
31935	A large free standing street clock with a cloudy sky.	COCO_val2014_000000532833.jpg	0.3134509325027466
31945	Mastering the art of skateboarding is profoundly beneficial.	COCO_val2014_000000166392.jpg	0.2821270525455475
32204	A pizza is prepared with cheese, tomato sauce, and broccoli.	COCO_val2014_000000092660.jpg	0.3893623650074005
32305	Two traffic lights showing red on a pole with a camera.	COCO_val2014_000000364757.jpg	0.33520403504371643
32364	A woman using a blow dryer to dry off a child.	COCO_val2014_000000175804.jpg	0.30754193663597107
32720	A baseball player at bat in a stadium	COCO_val2014_000000530013.jpg	0.31668055057525635
32782	Baseball players in striped pants huddle together to talk.	COCO_val2014_000000091643.jpg	0.3413746953010559
32999	Cather preparing to catch ball in an empty field	COCO_val2014_000000197658.jpg	0.2894209027290344
33130	A black bear climbing out of a pond	COCO_val2014_000000075948.jpg	0.3238318860530853
33412	A young boy holding a teddy bear by it's ears.	COCO_val2014_000000038666.jpg	0.3223801851272583
33570	A vase filled with flowers and greens on a shelf.	COCO_val2014_000000422176.jpg	0.30867642164230347
33597	Surfer riding waves on their surfboards in the ocean.	COCO_val2014_000000476872.jpg	0.2726118862628937
33694	A man is in deep conversation holding the telephone	COCO_val2014_000000455464.jpg	0.2973143756389618
34147	A young man is holding a baby on his lap.	COCO_val2014_000000290558.jpg	0.29665297269821167
34192	A European street scene with a motorcycle and a car.	COCO_val2014_000000488943.jpg	0.3384096920490265
34227	An extravagant bedroom with focus on the chandelier.	COCO_val2014_000000271864.jpg	0.26516446471214294
34366	A baby laying on a bed looking at a stuffed elephant.	COCO_val2014_000000185197.jpg	0.33658066391944885
34368	A baseball player standing on home plate with a bat in hand.	COCO_val2014_000000316397.jpg	0.28023508191108704
34446	A mother and it's calf standing in a field.	COCO_val2014_000000467776.jpg	0.26207107305526733
34462	An old rusted pickup truck sitting in a field.	COCO_val2014_000000227164.jpg	0.31289222836494446
34537	A group of people sitting around a table under an umbrella.	COCO_val2014_000000140307.jpg	0.30521512031555176
34613	A towel hangs beneath a sink in a bathroom.	COCO_val2014_000000027065.jpg	0.28842678666114807
34878	A man speaking at a public event behind a pitcher of ice water	COCO_val2014_000000187241.jpg	0.2506132423877716
35094	Three giraffe eating greens in a field next to lots of trees.	COCO_val2014_000000235522.jpg	0.31548795104026794
35106	One cheese pizza cooked and sliced on a pan.	COCO_val2014_000000275611.jpg	0.24636445939540863
35607	people playing baseball on a baseball field with an umpire	COCO_val2014_000000403150.jpg	0.26831209659576416
36328	The batter prepares to run the bases as the catcher and umpire watch the ball to see if it went foul or not.	COCO_val2014_000000336629.jpg	0.29985174536705017
36619	A dog sitting in the bed of a truck.	COCO_val2014_000000365018.jpg	0.32536956667900085
36677	A baseball player in a ball hitting stance.	COCO_val2014_000000110617.jpg	0.3150526285171509
36726	A hot dog on a bun with pickles and tomatoes is displayed.	COCO_val2014_000000011537.jpg	0.31708621978759766
37091	A baby cow standing in a pen next to another cow.	COCO_val2014_000000124636.jpg	0.29403427243232727
37097	Baggage handlers are an airport loading luggage onto a plane.	COCO_val2014_000000254004.jpg	0.346080482006073
37214	A sexy young blonde woman holding a tennis racquet.	COCO_val2014_000000249838.jpg	0.26070794463157654
37268	A beautiful blonde haired woman taking a pizza out of an oven.	COCO_val2014_000000381610.jpg	0.3260825574398041
37411	closeup of an aquarium full of water and fish	COCO_val2014_000000125245.jpg	0.29051730036735535
37449	A large tower with a clock on it advertising transportation via train.	COCO_val2014_000000349678.jpg	0.32649144530296326
37644	a giraffe behind a fence eating grass from a feeder	COCO_val2014_000000151662.jpg	0.31463006138801575
37647	A railroad train pulling in to the train station.	COCO_val2014_000000498596.jpg	0.2623596787452698
37778	A pair of tennis players practicing in an outdoor tennis court.	COCO_val2014_000000228708.jpg	0.3559408187866211
37855	A motorcycle with a red seat is on top of a stand.	COCO_val2014_000000120021.jpg	0.31823214888572693
37959	a woman walking holding a pink umbrella near a train	COCO_val2014_000000219525.jpg	0.4016534984111786
38203	A street view with a plane flying ahead.	COCO_val2014_000000175942.jpg	0.3204997181892395
38253	A group of fighter jets sitting on an airport tarmac.	COCO_val2014_000000279343.jpg	0.27320757508277893
38338	A hood lifted on a Chevrolet vehicle with a teddy bear on the side.	COCO_val2014_000000486521.jpg	0.2731546461582184
38422	A group of sheep being herded by a black dog.	COCO_val2014_000000283910.jpg	0.3483193814754486
38497	A plate filled with little sandwiches covered in plastic wrap.	COCO_val2014_000000187979.jpg	0.35531362891197205
38694	A two story white building next to a building with an brown a frame.	COCO_val2014_000000368884.jpg	0.232216939330101
39069	A man in hipster clothes straddling a bicycle on the sidewalk.	COCO_val2014_000000383777.jpg	0.3161196708679199
39414	A man at a desk gestures before a laptop while holding a phone to his ear.	COCO_val2014_000000152492.jpg	0.21572697162628174
39453	A crowd watches as a man rides a skateboard in a skate park.	COCO_val2014_000000480509.jpg	0.31100210547447205
39495	A small bathroom with focus on the shower curtain.	COCO_val2014_000000162280.jpg	0.33592689037323
39583	A brown vase is holding a bouquet of pink flowers.	COCO_val2014_000000250370.jpg	0.2999897599220276
39631	A traffic light over a street with a sign that reads K.	COCO_val2014_000000269682.jpg	0.2655411660671234
39861	A street at night is lit up by streetlights.	COCO_val2014_000000423798.jpg	0.3180336356163025
39898	The ballplayer waits in the batter's box, watching the umpire defend his call.	COCO_val2014_000000418949.jpg	0.30031639337539673
39968	A brown cat is sitting in front of a mirror.	COCO_val2014_000000045603.jpg	0.3291671574115753
40387	A painting of a white vase holding yellow tulips.	COCO_val2014_000000407403.jpg	0.2934732139110565
40461	A man holding a pizza pie with a section missing.	COCO_val2014_000000232598.jpg	0.3213111162185669
40556	A wild animal drinks water from the toilet bowl.	COCO_val2014_000000514537.jpg	0.30639851093292236
40620	A group of people gather to get on a bus at the bus stop.	COCO_val2014_000000005107.jpg	0.3054129183292389
40772	A massive wooden ship beached on snow covered ground.	COCO_val2014_000000246233.jpg	0.3425794839859009
40801	A messy bed in a bedroom between two tables with lamps.	COCO_val2014_000000287484.jpg	0.2859186828136444
40923	Two baseball teams playing a game of baseball near a church.	COCO_val2014_000000313955.jpg	0.28650814294815063
41211	Two men squatting outside a store looking at a frisbee.	COCO_val2014_000000543895.jpg	0.30287835001945496
41886	A baseball player swings his bat after a hit.	COCO_val2014_000000206613.jpg	0.2999935448169708
42154	A woman talking on a cellular phone with someone nearby.	COCO_val2014_000000234945.jpg	0.29378747940063477
42445	A group of people stand out side with umbrellas.	COCO_val2014_000000505335.jpg	0.3171435594558716
42645	A desk holds a computer and leftover food containers.	COCO_val2014_000000299952.jpg	0.29057255387306213
43033	A group of animals are standing in the snow.	COCO_val2014_000000429697.jpg	0.29489487409591675
43323	a man standing by a fence while throwing a frisbee	COCO_val2014_000000509459.jpg	0.2933627665042877
43405	A clean white toilet in a stall with a chrome toilet brush.	COCO_val2014_000000314328.jpg	0.31165164709091187
44098	Small pieces of cake have been arranged on a plate	COCO_val2014_000000297396.jpg	0.28326427936553955
44100	A person is organizing food on to platters	COCO_val2014_000000131282.jpg	0.24539104104042053
44151	A bicycle is on the shelf in a display	COCO_val2014_000000049428.jpg	0.3729713559150696
44163	A moped police officer travels on a roadway.	COCO_val2014_000000445041.jpg	0.34697484970092773
44184	A woman stands with outreached hands waiting to catch a ring.	COCO_val2014_000000273708.jpg	0.2235441505908966
44296	Bedroom with a bed, dresser, and small picture hanging on the wall.	COCO_val2014_000000233140.jpg	0.2987964451313019
44514	A plate with spaghetti and broccoli and can of pop	COCO_val2014_000000465552.jpg	0.34307345747947693
44615	A stainless shiny serrated knife sits in front of a sliced loaf.	COCO_val2014_000000057072.jpg	0.3487619459629059
44690	Three Zebras standing with their heads beside one another.	COCO_val2014_000000522021.jpg	0.3367421627044678
45272	A room illuminated  by a lamp and various toys and electronics strewn across the desk	COCO_val2014_000000199047.jpg	0.3346615135669708
45286	this image does not have a picture associated with it to describe	COCO_val2014_000000149676.jpg	0.2095111906528473
45499	Two elephants walking around inside of a grassy enclosure.	COCO_val2014_000000565624.jpg	0.3222864270210266
45565	Three zebras standing next to each other in a meadow with other zebras visible behind them	COCO_val2014_000000201676.jpg	0.34734970331192017
46052	Giraffe standing in the shade of a tall covering	COCO_val2014_000000070079.jpg	0.3123531639575958
46096	A blue basket filled with green leafy vegetables.	COCO_val2014_000000416326.jpg	0.3177957236766815
46219	A baseball player holding a baseball bat at home base.	COCO_val2014_000000542933.jpg	0.26735514402389526
46279	A woman is sitting on a cinder block next to a trailer.	COCO_val2014_000000383397.jpg	0.3191777765750885
46426	a person riding a surf board on a small wave	COCO_val2014_000000560757.jpg	0.30565014481544495
46574	This is an image of a woman with an umbrella with a sign on it.	COCO_val2014_000000428336.jpg	0.3056350648403168
46577	A boy leaning against a rail on his skateboard	COCO_val2014_000000319647.jpg	0.2642015516757965
46580	People enjoying a nice day in the park.	COCO_val2014_000000061507.jpg	0.2911790907382965
46596	A professional baseball player in the middle of throwing a pitch.	COCO_val2014_000000305206.jpg	0.2881011962890625
46656	A lady holding up a pot roast while posing for a photo.	COCO_val2014_000000447787.jpg	0.35305505990982056
46681	Several trains riding on different tracks near water.	COCO_val2014_000000472881.jpg	0.29443004727363586
46981	Piles of different types of fruit in a grocery store.	COCO_val2014_000000156242.jpg	0.3052147924900055
